[KEY]markerid,[P10]markerid,[P7]markerid,[P5]markerid,NO,시군구,**시,**구,**동,[P2]시군구_단지명,[P9]단지명_erased_**동,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자,주택유형
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,105,광주시 동구 운림동,광주시,동구,운림동,광주시 동구 운림동 보라빌라,보라빌라,582,582,0,보라빌라,258.2744,202312,28,"33,000",101,6,-,-,2003,운림길75번길 17,-,직거래,-,24.01.05,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,106,광주시 북구 동림동,광주시,북구,동림동,광주시 북구 동림동 동림푸른주공4,동림푸른주공4,1161-1,1161,1,동림푸른주공4,65.68,202312,28,"17,500",410,7,-,-,1998,동림용산로 12,-,중개거래,광주 북구,24.02.27,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,107,광주시 광산구 월계동,광주시,광산구,월계동,광주시 광산구 월계동 첨단라인1,첨단라인1,765-2,765,2,첨단라인1,60.0,202312,28,"22,000",118,5,-,-,1995,월계로 117-32,-,중개거래,광주 광산구,24.04.02,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,108,광주시 광산구 선암동,광주시,광산구,선암동,광주시 광산구 선암동 광주선운지구EGthe12단지,광주선운지구EGthe12단지,560,560,0,광주선운지구EGthe12단지,84.9827,202312,28,"38,000",206,1,-,-,2014,선운중앙로 43,-,중개거래,광주 광산구,24.01.19,아파트
114662,UNMAPPED,114662,114662,109,광주시 서구 쌍촌동,광주시,서구,쌍촌동,광주시 서구 쌍촌동 상무엘리체,상무엘리체,1380,1380,0,상무엘리체,84.981,202312,28,"42,500",104,3,-,-,2018,월드컵4강로197번길 12,-,중개거래,"광주 남구, 광주 서구",24.02.28,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,110,광주시 광산구 수완동,광주시,광산구,수완동,광주시 광산구 수완동 코오롱하늘채,코오롱하늘채,913,913,0,코오롱하늘채,199.58,202312,28,"150,000",107,24,-,-,2008,장덕로137번길 39,-,직거래,-,24.01.04,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,111,광주시 광산구 월계동,광주시,광산구,월계동,광주시 광산구 월계동 첨단동아,첨단동아,758-3,758,3,첨단동아,77.81,202312,28,"26,000",101,2,-,-,1997,첨단중앙로181번길 7,-,중개거래,광주 광산구,24.02.05,아파트
104328,UNMAPPED,104328,104328,113,광주시 광산구 산월동,광주시,광산구,산월동,광주시 광산구 산월동 부영사랑으로7차,부영사랑으로7차,886-2,886,2,부영사랑으로7차,84.9931,202312,28,"30,300",1304,1,-,-,2007,산월로 80,-,중개거래,광주 광산구,24.04.26,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,114,광주시 광산구 송정동,광주시,광산구,송정동,광주시 광산구 송정동 모아,모아,593,593,0,모아,39.52,202312,28,"6,800",103,7,-,-,1997,송도로320번길 16-6,-,직거래,-,23.12.28,아파트
16704,UNMAPPED,16704,16704,115,광주시 서구 풍암동,광주시,서구,풍암동,광주시 서구 풍암동 삼능남양,삼능남양,1058,1058,0,삼능남양,60.0,202312,28,"17,300",제104,14,-,-,2000,풍암순환로 86,-,중개거래,광주 서구,24.01.30,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,116,광주시 북구 두암동,광주시,북구,두암동,광주시 북구 두암동 반석힐라아파트,반석힐라아파트,329,329,0,반석힐라아파트,31.77,202312,28,"4,480",-,6,-,-,2000,군왕로51번길 39,-,중개거래,광주 북구,23.12.28,아파트
122934,UNMAPPED,122934,122934,117,광주시 서구 마륵동,광주시,서구,마륵동,광주시 서구 마륵동 상무양우내안애,상무양우내안애,812,812,0,상무양우내안애,84.2343,202312,28,"50,000",102동,15,-,-,2020,백석길 22-14,-,중개거래,광주 서구,24.02.20,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,118,광주시 광산구 소촌동,광주시,광산구,소촌동,광주시 광산구 소촌동 EG스위트밸리3차,EG스위트밸리3차,232-6,232,6,EG스위트밸리3차,84.439,202312,28,"27,000",302,7,-,-,2004,소촌로152번길 11,-,직거래,-,23.12.29,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,120,광주시 북구 용두동,광주시,북구,용두동,광주시 북구 용두동 우방아이유쉘아파트,우방아이유쉘아파트,1120,1120,0,우방아이유쉘아파트,84.9712,202312,28,"42,000",104동,8,-,-,2018,하서로423번길 42,-,중개거래,광주 북구,24.03.07,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,121,광주시 광산구 소촌동,광주시,광산구,소촌동,광주시 광산구 소촌동 라인2차,라인2차,97-1,97,1,라인2차,59.9,202312,27,"12,300",205,9,-,-,1997,금봉로 18,-,중개거래,광주 서구,24.02.06,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,122,광주시 서구 쌍촌동,광주시,서구,쌍촌동,광주시 서구 쌍촌동 용산그린,용산그린,543-1,543,1,용산그린,45.15,202312,27,"9,200",제101,12,-,-,1996,운천로162번길 29,-,중개거래,광주 서구,24.01.10,아파트
153599,UNMAPPED,153599,153599,123,광주시 광산구 도산동,광주시,광산구,도산동,광주시 광산구 도산동 우방아이유쉘,우방아이유쉘,1314,1314,0,우방아이유쉘,59.7926,202312,27,"22,500",104동,11,-,-,2016,평동로1098번길 185,-,중개거래,광주 광산구,24.01.10,아파트
133242,UNMAPPED,133242,133242,124,광주시 서구 쌍촌동,광주시,서구,쌍촌동,광주시 서구 쌍촌동 광천모아엘가,광천모아엘가,1389,1389,0,광천모아엘가,72.9746,202312,27,"35,500",101동,4,-,-,2021,칠성로 89,-,직거래,-,24.01.19,아파트
15705,UNMAPPED,15705,15705,125,광주시 북구 매곡동,광주시,북구,매곡동,광주시 북구 매곡동 대화,대화,214-1,214,1,대화,59.31,202312,27,"8,000",1,12,-,-,1991,매곡로86번길 2,-,직거래,-,23.12.28,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,126,광주시 광산구 도천동,광주시,광산구,도천동,광주시 광산구 도천동 중흥2차,중흥2차,628-1,628,1,중흥2차,59.76,202312,27,"8,800",110,14,-,-,1995,비아로62번길 12,-,중개거래,광주 북구,24.02.14,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,127,광주시 북구 매곡동,광주시,북구,매곡동,광주시 북구 매곡동 매곡대광로제비앙,매곡대광로제비앙,494,494,0,매곡대광로제비앙,80.3123,202312,27,"29,800",102동,4,-,-,2017,하백로6번길 12,-,중개거래,광주 북구,24.01.31,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,128,광주시 서구 풍암동,광주시,서구,풍암동,광주시 서구 풍암동 중흥호반,중흥호반,1048,1048,0,중흥호반,59.88,202312,27,"15,300",105,2,-,-,2000,풍암순환로 14,-,중개거래,광주 동구,24.02.01,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,129,광주시 서구 화정동,광주시,서구,화정동,광주시 서구 화정동 화정동영무예다음,영무예다음,1295,1295,0,화정동영무예다음,59.6134,202312,27,"15,000",101,11,-,-,2003,화운로23번길 7-31,-,직거래,-,23.12.27,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,132,광주시 북구 삼각동,광주시,북구,삼각동,광주시 북구 삼각동 삼각동그린타운,그린타운,533,533,0,삼각동그린타운,59.82,202312,27,"15,000",104,15,-,-,1997,설죽로389번길 70,-,직거래,-,23.12.28,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,133,광주시 광산구 쌍암동,광주시,광산구,쌍암동,광주시 광산구 쌍암동 쌍암중흥에스-클래스리버시티,쌍암중흥에스-클래스리버시티,694-59,694,59,쌍암중흥에스-클래스리버시티,76.9179,202312,27,"42,500",104동,19,-,-,2017,월계로 223-8,-,중개거래,광주 광산구,24.01.31,아파트
16665,UNMAPPED,16665,16665,134,광주시 서구 쌍촌동,광주시,서구,쌍촌동,광주시 서구 쌍촌동 동남,동남,1135,1135,0,동남,60.0,202312,27,"13,000",101,7,-,-,1995,칠성로35번길 6-10,-,중개거래,광주 서구,24.01.26,아파트
119517,UNMAPPED,119517,UNMAPPED,135,광주시 동구 계림동,광주시,동구,계림동,광주시 동구 계림동 그랜드센트럴,그랜드센트럴,1827,1827,0,그랜드센트럴,39.8652,202312,27,"28,500",-,18,-,-,2020,경양로 234,20240131,직거래,-,-,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,136,광주시 북구 일곡동,광주시,북구,일곡동,광주시 북구 일곡동 현대2,현대2,848-1,848,1,현대2,59.76,202312,27,"15,800",204,11,-,-,1998,일곡마을로 55,-,중개거래,광주 북구,24.01.26,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,137,광주시 북구 두암동,광주시,북구,두암동,광주시 북구 두암동 미라보4,미라보4,59-20,59,20,미라보4,84.985,202312,27,"14,200",101,17,-,-,1994,월동로 42,-,중개거래,광주 북구,24.02.28,아파트
114500,UNMAPPED,114500,114500,138,광주시 동구 산수동,광주시,동구,산수동,광주시 동구 산수동 무등산그린웰로제비앙,무등산그린웰로제비앙,723,723,0,무등산그린웰로제비앙,114.924,202312,27,"64,000",101,1,-,-,2019,동계로 38,-,중개거래,광주 동구,24.01.19,아파트
5518,UNMAPPED,5518,5518,140,광주시 서구 내방동,광주시,서구,내방동,광주시 서구 내방동 해태(385-1),해태(385-1),385-1,385,1,해태(385-1),59.88,202312,27,"18,800",201,16,-,-,2000,월드컵4강로226번길 5,-,중개거래,광주 서구,24.01.26,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,142,광주시 광산구 수완동,광주시,광산구,수완동,광주시 광산구 수완동 대주피오레6단지,대주피오레6단지,975,975,0,대주피오레6단지,84.8453,202312,27,"60,500",603,14,-,-,2009,수완로73번길 40,-,중개거래,광주 광산구,24.03.29,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,143,광주시 남구 진월동,광주시,남구,진월동,광주시 남구 진월동 신흥타운3,신흥타운3,508-5,508,5,신흥타운3,59.94,202312,27,"10,000",제302,13,-,-,1987,서문대로 614,-,직거래,-,23.12.28,아파트
5020,UNMAPPED,5020,5020,144,광주시 북구 우산동,광주시,북구,우산동,광주시 북구 우산동 현대,현대,631-1,631,1,현대,135.37,202312,27,"29,500",106,12,-,-,1991,호동로 100,-,중개거래,광주 북구,24.02.26,아파트
119614,UNMAPPED,119614,119614,145,광주시 북구 연제동,광주시,북구,연제동,광주시 북구 연제동 힐스테이트연제,힐스테이트연제,1119,1119,0,힐스테이트연제,84.9934,202312,27,"43,000",114동,4,-,-,2020,양일1로 31,-,중개거래,광주 북구,24.01.31,아파트
15779,UNMAPPED,15779,15779,147,광주시 북구 신용동,광주시,북구,신용동,광주시 북구 신용동 용두주공,용두주공,643-1,643,1,용두주공,59.99,202312,27,"16,000",112,8,-,-,1998,임방울대로1041번길 15,-,중개거래,광주 북구,24.01.29,아파트
115739,UNMAPPED,115739,UNMAPPED,148,광주시 광산구 우산동,광주시,광산구,우산동,광주시 광산구 우산동 에드가리움,에드가리움,1576-5,1576,5,에드가리움,44.9509,202312,27,"13,000",1,9,-,-,2017,무진대로 229,-,직거래,-,23.12.28,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,150,광주시 광산구 신창동,광주시,광산구,신창동,광주시 광산구 신창동 신창3차부영사랑으로,신창3차부영사랑으로,1110,1110,0,신창3차부영사랑으로,59.748,202312,27,"21,000",-,5,-,-,2006,신창로161번길 34,20240117,중개거래,광주 광산구,-,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,152,광주시 광산구 장덕동,광주시,광산구,장덕동,광주시 광산구 장덕동 신안실크밸리,신안실크밸리,1110,1110,0,신안실크밸리,84.9129,202312,26,"42,000",103,8,-,-,2009,풍영로330번길 34,-,중개거래,광주 광산구,24.02.20,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,153,광주시 광산구 운남동,광주시,광산구,운남동,"광주시 광산구 운남동 운남주공1,2단지","운남주공1,2단지",776-1,776,1,"운남주공1,2단지",49.69,202312,26,"12,000",210,13,-,-,1997,목련로273번길 76,-,직거래,-,23.12.26,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,154,광주시 광산구 장덕동,광주시,광산구,장덕동,광주시 광산구 장덕동 대주피오레1단지,대주피오레1단지,1686,1686,0,대주피오레1단지,84.9411,202312,26,"50,800",103,18,-,-,2009,풍영로170번길 39-25,-,중개거래,광주 광산구,23.12.29,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,155,광주시 광산구 신가동,광주시,광산구,신가동,광주시 광산구 신가동 호반리젠시빌1차,호반리젠시빌1차,1019-2,1019,2,호반리젠시빌1차,84.0624,202312,26,"25,000",103,14,-,-,2001,수등로 280,-,직거래,-,23.12.28,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,156,광주시 광산구 운남동,광주시,광산구,운남동,광주시 광산구 운남동 운남주공6단지,운남주공6단지,782-1,782,1,운남주공6단지,84.17,202312,26,"33,000",602,18,-,-,2001,목련로153번길 134,-,중개거래,광주 광산구,24.05.20,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,157,광주시 북구 두암동,광주시,북구,두암동,광주시 북구 두암동 율곡타운(주공1),율곡타운(주공1),968-1,968,1,율곡타운(주공1),41.85,202312,26,"6,000",101,8,-,-,1993,삼정로 7,-,직거래,-,24.01.05,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,158,광주시 광산구 월계동,광주시,광산구,월계동,광주시 광산구 월계동 첨단금광,첨단금광,757-7,757,7,첨단금광,92.115,202312,26,"27,000",101,12,-,-,1997,첨단중앙로181번길 42-4,-,중개거래,광주 광산구,24.03.25,아파트
125192,UNMAPPED,125192,125192,160,광주시 북구 임동,광주시,북구,임동,광주시 북구 임동 임동중흥에스클래스센텀파크,중흥에스클래스센텀파크,637,637,0,임동중흥에스클래스센텀파크,84.9506,202312,26,"55,000",102동,10,-,-,2021,임동로 7,-,중개거래,광주 북구,24.03.19,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,161,광주시 북구 운암동,광주시,북구,운암동,광주시 북구 운암동 운암대라수아파트,운암대라수아파트,1768,1768,0,운암대라수아파트,42.7703,202312,26,"14,000",-,9,-,-,2016,서강로 24,-,직거래,-,23.12.27,아파트
5188,UNMAPPED,5188,5188,162,광주시 북구 운암동,광주시,북구,운암동,광주시 북구 운암동 우성,우성,232,232,0,우성,84.98,202312,26,"18,000",103,11,-,-,1996,서강로 160,-,중개거래,광주 북구,24.03.25,아파트
8045,UNMAPPED,8045,8045,163,광주시 광산구 도산동,광주시,광산구,도산동,광주시 광산구 도산동 호반2차,호반2차,782,782,0,호반2차,59.95,202312,26,"10,000",202,2,-,-,1998,송도로162번길 11-6,-,직거래,-,23.12.26,아파트
5462,UNMAPPED,5462,5462,164,광주시 서구 화정동,광주시,서구,화정동,광주시 서구 화정동 모아,모아,896-1,896,1,모아,85.0,202312,26,"24,000",-,12,-,-,1992,화정로 135,20240110,중개거래,광주 서구,-,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,165,광주시 서구 화정동,광주시,서구,화정동,광주시 서구 화정동 금호타운1,금호타운1,1072,1072,0,금호타운1,84.833,202312,26,"28,500",103,14,-,-,1996,화운로23번길 7-8,-,중개거래,광주 남구,24.02.01,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,166,광주시 북구 운암동,광주시,북구,운암동,광주시 북구 운암동 대주,대주,110-11,110,11,대주,59.92,202312,26,"15,500",102,10,-,-,1995,금호로40번길 11,-,직거래,-,24.01.26,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,167,광주시 동구 산수동,광주시,동구,산수동,광주시 동구 산수동 금호두암타운,금호두암타운,568-1,568,1,금호두암타운,94.58,202312,26,"22,000",110,15,-,-,1993,밤실로 147,-,중개거래,광주 동구,24.03.05,아파트
125121,UNMAPPED,125121,125121,168,광주시 광산구 우산동,광주시,광산구,우산동,광주시 광산구 우산동 쌍용더플래티넘광산,쌍용더플래티넘광산,1625,1625,0,쌍용더플래티넘광산,84.9784,202312,26,"44,500",105동,13,-,-,2021,우산로107번길 67,-,직거래,-,23.12.27,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,170,광주시 북구 연제동,광주시,북구,연제동,광주시 북구 연제동 새한A,새한A,31-1,31,1,새한A,59.95,202312,26,"12,000",102,19,-,-,1996,양산제로 50,-,중개거래,광주 북구,24.01.12,아파트
25850,UNMAPPED,25850,25850,171,광주시 북구 양산동,광주시,북구,양산동,광주시 북구 양산동 일신1차,일신1차,205-1,205,1,일신1차,59.785,202312,26,"15,800",제102,17,-,-,1996,양산택지로79번길 15,-,중개거래,광주 북구,23.12.26,아파트
5261,UNMAPPED,5261,5261,173,광주시 북구 용봉동,광주시,북구,용봉동,광주시 북구 용봉동 우미,우미,1245,1245,0,우미,84.92,202312,26,"15,350",101,5,-,-,1992,반룡로28번길 16,-,중개거래,광주 북구,24.01.31,아파트
4951,UNMAPPED,4951,4951,175,광주시 북구 동림동,광주시,북구,동림동,광주시 북구 동림동 삼익,삼익,645,645,0,삼익,84.87,202312,26,"15,000",102,3,-,-,1996,유림로 175,-,중개거래,광주 광산구,24.01.12,아파트
19189,UNMAPPED,19189,19189,176,광주시 북구 본촌동,광주시,북구,본촌동,광주시 북구 본촌동 양산지구현진에버빌,양산지구현진에버빌,3078,3078,0,양산지구현진에버빌,84.98,202312,26,"34,500",105,12,-,-,2006,양산택지소로 20,-,중개거래,광주 북구,24.02.28,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,177,광주시 북구 일곡동,광주시,북구,일곡동,광주시 북구 일곡동 현대1,현대1,819-2,819,2,현대1,59.36,202312,26,"16,200",106,8,-,-,1997,일곡로 100,-,중개거래,광주 북구,24.01.30,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,179,광주시 북구 일곡동,광주시,북구,일곡동,광주시 북구 일곡동 대림2,대림2,817-4,817,4,대림2,84.64,202312,26,"25,000",203,3,-,-,1998,일곡마을로 245,-,중개거래,광주 북구,24.01.22,아파트
