[P7]markerid,[P5]markerid,NO,시군구,**시,**구,**동,[P2]시군구_단지명,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자,주택유형
UNMAPPED,UNMAPPED,121,광주시 광산구 소촌동,광주시,광산구,소촌동,광주시 광산구 소촌동 라인2차,97-1,97,1,라인2차,59.9,202312,27,"12,300",205,9,-,-,1997,금봉로 18,-,중개거래,광주 서구,24.02.06,아파트
UNMAPPED,UNMAPPED,122,광주시 서구 쌍촌동,광주시,서구,쌍촌동,광주시 서구 쌍촌동 용산그린,543-1,543,1,용산그린,45.15,202312,27,"9,200",제101,12,-,-,1996,운천로162번길 29,-,중개거래,광주 서구,24.01.10,아파트
153599.0,153599.0,123,광주시 광산구 도산동,광주시,광산구,도산동,광주시 광산구 도산동 우방아이유쉘,1314,1314,0,우방아이유쉘,59.7926,202312,27,"22,500",104동,11,-,-,2016,평동로1098번길 185,-,중개거래,광주 광산구,24.01.10,아파트
133242.0,133242.0,124,광주시 서구 쌍촌동,광주시,서구,쌍촌동,광주시 서구 쌍촌동 광천모아엘가,1389,1389,0,광천모아엘가,72.9746,202312,27,"35,500",101동,4,-,-,2021,칠성로 89,-,직거래,-,24.01.19,아파트
15705.0,15705.0,125,광주시 북구 매곡동,광주시,북구,매곡동,광주시 북구 매곡동 대화,214-1,214,1,대화,59.31,202312,27,"8,000",1,12,-,-,1991,매곡로86번길 2,-,직거래,-,23.12.28,아파트
UNMAPPED,UNMAPPED,126,광주시 광산구 도천동,광주시,광산구,도천동,광주시 광산구 도천동 중흥2차,628-1,628,1,중흥2차,59.76,202312,27,"8,800",110,14,-,-,1995,비아로62번길 12,-,중개거래,광주 북구,24.02.14,아파트
UNMAPPED,UNMAPPED,127,광주시 북구 매곡동,광주시,북구,매곡동,광주시 북구 매곡동 매곡대광로제비앙,494,494,0,매곡대광로제비앙,80.3123,202312,27,"29,800",102동,4,-,-,2017,하백로6번길 12,-,중개거래,광주 북구,24.01.31,아파트
UNMAPPED,UNMAPPED,128,광주시 서구 풍암동,광주시,서구,풍암동,광주시 서구 풍암동 중흥호반,1048,1048,0,중흥호반,59.88,202312,27,"15,300",105,2,-,-,2000,풍암순환로 14,-,중개거래,광주 동구,24.02.01,아파트
UNMAPPED,UNMAPPED,129,광주시 서구 화정동,광주시,서구,화정동,광주시 서구 화정동 화정동영무예다음,1295,1295,0,화정동영무예다음,59.6134,202312,27,"15,000",101,11,-,-,2003,화운로23번길 7-31,-,직거래,-,23.12.27,아파트
UNMAPPED,UNMAPPED,132,광주시 북구 삼각동,광주시,북구,삼각동,광주시 북구 삼각동 삼각동그린타운,533,533,0,삼각동그린타운,59.82,202312,27,"15,000",104,15,-,-,1997,설죽로389번길 70,-,직거래,-,23.12.28,아파트
UNMAPPED,UNMAPPED,133,광주시 광산구 쌍암동,광주시,광산구,쌍암동,광주시 광산구 쌍암동 쌍암중흥에스-클래스리버시티,694-59,694,59,쌍암중흥에스-클래스리버시티,76.9179,202312,27,"42,500",104동,19,-,-,2017,월계로 223-8,-,중개거래,광주 광산구,24.01.31,아파트
16665.0,16665.0,134,광주시 서구 쌍촌동,광주시,서구,쌍촌동,광주시 서구 쌍촌동 동남,1135,1135,0,동남,60.0,202312,27,"13,000",101,7,-,-,1995,칠성로35번길 6-10,-,중개거래,광주 서구,24.01.26,아파트
119517.0,UNMAPPED,135,광주시 동구 계림동,광주시,동구,계림동,광주시 동구 계림동 그랜드센트럴,1827,1827,0,그랜드센트럴,39.8652,202312,27,"28,500",-,18,-,-,2020,경양로 234,20240131,직거래,-,-,아파트
UNMAPPED,UNMAPPED,136,광주시 북구 일곡동,광주시,북구,일곡동,광주시 북구 일곡동 현대2,848-1,848,1,현대2,59.76,202312,27,"15,800",204,11,-,-,1998,일곡마을로 55,-,중개거래,광주 북구,24.01.26,아파트
UNMAPPED,UNMAPPED,137,광주시 북구 두암동,광주시,북구,두암동,광주시 북구 두암동 미라보4,59-20,59,20,미라보4,84.985,202312,27,"14,200",101,17,-,-,1994,월동로 42,-,중개거래,광주 북구,24.02.28,아파트
114500.0,114500.0,138,광주시 동구 산수동,광주시,동구,산수동,광주시 동구 산수동 무등산그린웰로제비앙,723,723,0,무등산그린웰로제비앙,114.924,202312,27,"64,000",101,1,-,-,2019,동계로 38,-,중개거래,광주 동구,24.01.19,아파트
5518.0,5518.0,140,광주시 서구 내방동,광주시,서구,내방동,광주시 서구 내방동 해태(385-1),385-1,385,1,해태(385-1),59.88,202312,27,"18,800",201,16,-,-,2000,월드컵4강로226번길 5,-,중개거래,광주 서구,24.01.26,아파트
UNMAPPED,UNMAPPED,142,광주시 광산구 수완동,광주시,광산구,수완동,광주시 광산구 수완동 대주피오레6단지,975,975,0,대주피오레6단지,84.8453,202312,27,"60,500",603,14,-,-,2009,수완로73번길 40,-,중개거래,광주 광산구,24.03.29,아파트
UNMAPPED,UNMAPPED,143,광주시 남구 진월동,광주시,남구,진월동,광주시 남구 진월동 신흥타운3,508-5,508,5,신흥타운3,59.94,202312,27,"10,000",제302,13,-,-,1987,서문대로 614,-,직거래,-,23.12.28,아파트
5020.0,5020.0,144,광주시 북구 우산동,광주시,북구,우산동,광주시 북구 우산동 현대,631-1,631,1,현대,135.37,202312,27,"29,500",106,12,-,-,1991,호동로 100,-,중개거래,광주 북구,24.02.26,아파트
119614.0,119614.0,145,광주시 북구 연제동,광주시,북구,연제동,광주시 북구 연제동 힐스테이트연제,1119,1119,0,힐스테이트연제,84.9934,202312,27,"43,000",114동,4,-,-,2020,양일1로 31,-,중개거래,광주 북구,24.01.31,아파트
15779.0,15779.0,147,광주시 북구 신용동,광주시,북구,신용동,광주시 북구 신용동 용두주공,643-1,643,1,용두주공,59.99,202312,27,"16,000",112,8,-,-,1998,임방울대로1041번길 15,-,중개거래,광주 북구,24.01.29,아파트
115739.0,UNMAPPED,148,광주시 광산구 우산동,광주시,광산구,우산동,광주시 광산구 우산동 에드가리움,1576-5,1576,5,에드가리움,44.9509,202312,27,"13,000",1,9,-,-,2017,무진대로 229,-,직거래,-,23.12.28,아파트
UNMAPPED,UNMAPPED,150,광주시 광산구 신창동,광주시,광산구,신창동,광주시 광산구 신창동 신창3차부영사랑으로,1110,1110,0,신창3차부영사랑으로,59.748,202312,27,"21,000",-,5,-,-,2006,신창로161번길 34,20240117,중개거래,광주 광산구,-,아파트
UNMAPPED,UNMAPPED,152,광주시 광산구 장덕동,광주시,광산구,장덕동,광주시 광산구 장덕동 신안실크밸리,1110,1110,0,신안실크밸리,84.9129,202312,26,"42,000",103,8,-,-,2009,풍영로330번길 34,-,중개거래,광주 광산구,24.02.20,아파트
UNMAPPED,UNMAPPED,153,광주시 광산구 운남동,광주시,광산구,운남동,"광주시 광산구 운남동 운남주공1,2단지",776-1,776,1,"운남주공1,2단지",49.69,202312,26,"12,000",210,13,-,-,1997,목련로273번길 76,-,직거래,-,23.12.26,아파트
UNMAPPED,UNMAPPED,154,광주시 광산구 장덕동,광주시,광산구,장덕동,광주시 광산구 장덕동 대주피오레1단지,1686,1686,0,대주피오레1단지,84.9411,202312,26,"50,800",103,18,-,-,2009,풍영로170번길 39-25,-,중개거래,광주 광산구,23.12.29,아파트
UNMAPPED,UNMAPPED,155,광주시 광산구 신가동,광주시,광산구,신가동,광주시 광산구 신가동 호반리젠시빌1차,1019-2,1019,2,호반리젠시빌1차,84.0624,202312,26,"25,000",103,14,-,-,2001,수등로 280,-,직거래,-,23.12.28,아파트
UNMAPPED,UNMAPPED,156,광주시 광산구 운남동,광주시,광산구,운남동,광주시 광산구 운남동 운남주공6단지,782-1,782,1,운남주공6단지,84.17,202312,26,"33,000",602,18,-,-,2001,목련로153번길 134,-,중개거래,광주 광산구,24.05.20,아파트
UNMAPPED,UNMAPPED,157,광주시 북구 두암동,광주시,북구,두암동,광주시 북구 두암동 율곡타운(주공1),968-1,968,1,율곡타운(주공1),41.85,202312,26,"6,000",101,8,-,-,1993,삼정로 7,-,직거래,-,24.01.05,아파트
UNMAPPED,UNMAPPED,158,광주시 광산구 월계동,광주시,광산구,월계동,광주시 광산구 월계동 첨단금광,757-7,757,7,첨단금광,92.115,202312,26,"27,000",101,12,-,-,1997,첨단중앙로181번길 42-4,-,중개거래,광주 광산구,24.03.25,아파트
125192.0,125192.0,160,광주시 북구 임동,광주시,북구,임동,광주시 북구 임동 임동중흥에스클래스센텀파크,637,637,0,임동중흥에스클래스센텀파크,84.9506,202312,26,"55,000",102동,10,-,-,2021,임동로 7,-,중개거래,광주 북구,24.03.19,아파트
UNMAPPED,UNMAPPED,161,광주시 북구 운암동,광주시,북구,운암동,광주시 북구 운암동 운암대라수아파트,1768,1768,0,운암대라수아파트,42.7703,202312,26,"14,000",-,9,-,-,2016,서강로 24,-,직거래,-,23.12.27,아파트
5188.0,5188.0,162,광주시 북구 운암동,광주시,북구,운암동,광주시 북구 운암동 우성,232,232,0,우성,84.98,202312,26,"18,000",103,11,-,-,1996,서강로 160,-,중개거래,광주 북구,24.03.25,아파트
8045.0,8045.0,163,광주시 광산구 도산동,광주시,광산구,도산동,광주시 광산구 도산동 호반2차,782,782,0,호반2차,59.95,202312,26,"10,000",202,2,-,-,1998,송도로162번길 11-6,-,직거래,-,23.12.26,아파트
5462.0,5462.0,164,광주시 서구 화정동,광주시,서구,화정동,광주시 서구 화정동 모아,896-1,896,1,모아,85.0,202312,26,"24,000",-,12,-,-,1992,화정로 135,20240110,중개거래,광주 서구,-,아파트
UNMAPPED,UNMAPPED,165,광주시 서구 화정동,광주시,서구,화정동,광주시 서구 화정동 금호타운1,1072,1072,0,금호타운1,84.833,202312,26,"28,500",103,14,-,-,1996,화운로23번길 7-8,-,중개거래,광주 남구,24.02.01,아파트
UNMAPPED,UNMAPPED,166,광주시 북구 운암동,광주시,북구,운암동,광주시 북구 운암동 대주,110-11,110,11,대주,59.92,202312,26,"15,500",102,10,-,-,1995,금호로40번길 11,-,직거래,-,24.01.26,아파트
UNMAPPED,UNMAPPED,167,광주시 동구 산수동,광주시,동구,산수동,광주시 동구 산수동 금호두암타운,568-1,568,1,금호두암타운,94.58,202312,26,"22,000",110,15,-,-,1993,밤실로 147,-,중개거래,광주 동구,24.03.05,아파트
125121.0,125121.0,168,광주시 광산구 우산동,광주시,광산구,우산동,광주시 광산구 우산동 쌍용더플래티넘광산,1625,1625,0,쌍용더플래티넘광산,84.9784,202312,26,"44,500",105동,13,-,-,2021,우산로107번길 67,-,직거래,-,23.12.27,아파트
UNMAPPED,UNMAPPED,170,광주시 북구 연제동,광주시,북구,연제동,광주시 북구 연제동 새한A,31-1,31,1,새한A,59.95,202312,26,"12,000",102,19,-,-,1996,양산제로 50,-,중개거래,광주 북구,24.01.12,아파트
25850.0,25850.0,171,광주시 북구 양산동,광주시,북구,양산동,광주시 북구 양산동 일신1차,205-1,205,1,일신1차,59.785,202312,26,"15,800",제102,17,-,-,1996,양산택지로79번길 15,-,중개거래,광주 북구,23.12.26,아파트
5261.0,5261.0,173,광주시 북구 용봉동,광주시,북구,용봉동,광주시 북구 용봉동 우미,1245,1245,0,우미,84.92,202312,26,"15,350",101,5,-,-,1992,반룡로28번길 16,-,중개거래,광주 북구,24.01.31,아파트
4951.0,4951.0,175,광주시 북구 동림동,광주시,북구,동림동,광주시 북구 동림동 삼익,645,645,0,삼익,84.87,202312,26,"15,000",102,3,-,-,1996,유림로 175,-,중개거래,광주 광산구,24.01.12,아파트
19189.0,19189.0,176,광주시 북구 본촌동,광주시,북구,본촌동,광주시 북구 본촌동 양산지구현진에버빌,3078,3078,0,양산지구현진에버빌,84.98,202312,26,"34,500",105,12,-,-,2006,양산택지소로 20,-,중개거래,광주 북구,24.02.28,아파트
UNMAPPED,UNMAPPED,177,광주시 북구 일곡동,광주시,북구,일곡동,광주시 북구 일곡동 현대1,819-2,819,2,현대1,59.36,202312,26,"16,200",106,8,-,-,1997,일곡로 100,-,중개거래,광주 북구,24.01.30,아파트
UNMAPPED,UNMAPPED,179,광주시 북구 일곡동,광주시,북구,일곡동,광주시 북구 일곡동 대림2,817-4,817,4,대림2,84.64,202312,26,"25,000",203,3,-,-,1998,일곡마을로 245,-,중개거래,광주 북구,24.01.22,아파트
UNMAPPED,UNMAPPED,180,광주시 북구 운암동,광주시,북구,운암동,광주시 북구 운암동 중흥2,140-17,140,17,중흥2,84.93,202312,26,"16,000",202,11,-,-,1991,금호로86번길 20,-,직거래,-,24.01.11,아파트
108394.0,108394.0,183,광주시 광산구 선암동,광주시,광산구,선암동,광주시 광산구 선암동 광주선운지구이지더원3단지,549,549,0,광주선운지구이지더원3단지,72.6814,202312,26,"36,300",307동,5,-,-,2016,선운로 55,-,중개거래,광주 광산구,24.02.20,아파트
4393.0,4393.0,185,광주시 광산구 월계동,광주시,광산구,월계동,광주시 광산구 월계동 첨단선경,756-3,756,3,첨단선경,92.78,202312,25,"30,000",108,7,-,-,1997,첨단중앙로181번길 42-25,-,직거래,-,23.12.29,아파트
UNMAPPED,UNMAPPED,186,광주시 남구 백운동,광주시,남구,백운동,광주시 남구 백운동 신천,585-3,585,3,신천,54.0,202312,25,"7,800",-,7,-,-,1987,백운로44번길 7,-,중개거래,광주 남구,24.01.22,아파트
10251.0,10251.0,187,광주시 남구 봉선동,광주시,남구,봉선동,광주시 남구 봉선동 포스코더샵,1076,1076,0,포스코더샵,59.89,202312,25,"41,000",103,14,-,-,2004,효사랑길 14,-,중개거래,광주 남구,24.03.04,아파트
UNMAPPED,UNMAPPED,188,광주시 북구 용봉동,광주시,북구,용봉동,광주시 북구 용봉동 용봉3차대주파크빌,1075,1075,0,용봉3차대주파크빌,84.5458,202312,25,"33,000",용봉3차 대주파크빌(302동),16,-,-,2005,용봉택지로 25,-,중개거래,광주 북구,24.02.15,아파트
UNMAPPED,UNMAPPED,189,광주시 서구 금호동,광주시,서구,금호동,광주시 서구 금호동 매월동아델리움로제비앙,1110,1110,0,매월동아델리움로제비앙,84.7741,202312,25,"41,600",108동,1,-,-,2017,화개중앙로87번길 15,-,중개거래,광주 광산구 광주 서구,24.01.25,아파트
UNMAPPED,UNMAPPED,192,광주시 광산구 월곡동,광주시,광산구,월곡동,광주시 광산구 월곡동 금호타운,613-1,613,1,금호타운,59.78,202312,25,"12,500",11,15,-,-,1991,월곡산정로 80,-,중개거래,광주 광산구,24.04.26,아파트
UNMAPPED,UNMAPPED,193,광주시 광산구 산정동,광주시,광산구,산정동,광주시 광산구 산정동 하남2지구중흥S-클래스,1060,1060,0,하남2지구중흥S-클래스,84.9924,202312,25,"42,000",105,9,-,-,2013,목련로21번길 20,-,중개거래,광주 광산구,24.03.07,아파트
UNMAPPED,UNMAPPED,196,광주시 북구 일곡동,광주시,북구,일곡동,광주시 북구 일곡동 청솔2차,850-4,850,4,청솔2차,48.45,202312,24,"10,500",202,14,-,-,2000,설죽로 555,-,중개거래,광주 북구,24.02.28,아파트
UNMAPPED,UNMAPPED,197,광주시 서구 농성동,광주시,서구,농성동,광주시 서구 농성동 농성SKVIEWCentral,702,702,0,농성SKVIEWCentral,74.9651,202312,24,"52,300",101동,17,-,-,2019,상무대로1147번길 16,-,중개거래,광주 서구,24.04.05,아파트
UNMAPPED,UNMAPPED,198,광주시 남구 방림동,광주시,남구,방림동,광주시 남구 방림동 라인효친1,556-1,556,1,라인효친1,59.31,202312,24,"12,800",203,14,-,-,1989,용대로 131,-,중개거래,광주 남구,24.01.22,아파트
100917.0,100917.0,199,광주시 북구 삼각동,광주시,북구,삼각동,광주시 북구 삼각동 호반,755-22,755,22,호반,42.51,202312,24,"5,900",102,2,-,-,1990,설죽로370번길 7,-,중개거래,광주 북구,24.01.26,아파트
4599.0,4599.0,200,광주시 남구 봉선동,광주시,남구,봉선동,광주시 남구 봉선동 라인하이츠,983,983,0,라인하이츠,31.8,202312,24,"10,000",제102,1,-,-,1987,대남대로159번길 31,-,중개거래,"광주 남구, 광주 서구",24.04.01,아파트
5340.0,5340.0,201,광주시 북구 문흥동,광주시,북구,문흥동,광주시 북구 문흥동 우성,787-6,787,6,우성,121.79,202312,23,"21,500",-,8,-,-,1990,호동로 99,20240620,중개거래,광주 북구,-,아파트
UNMAPPED,UNMAPPED,203,광주시 서구 금호동,광주시,서구,금호동,광주시 서구 금호동 금호2지구도시공사,767,767,0,금호2지구도시공사,49.7,202312,23,"14,500",201,5,-,-,1999,금화로115번길 23,-,중개거래,광주 서구,24.01.12,아파트
16041.0,16041.0,204,광주시 서구 금호동,광주시,서구,금호동,광주시 서구 금호동 금호2지구도개공1단지,770,770,0,금호2지구도개공1단지,49.92,202312,23,"12,900",101,5,-,-,1998,금화로115번길 12,-,중개거래,광주 서구,24.01.03,아파트
UNMAPPED,UNMAPPED,205,광주시 서구 금호동,광주시,서구,금호동,광주시 서구 금호동 명지,738-1,738,1,명지,139.92,202312,23,"39,200",102,7,-,-,1994,운천로 69,-,중개거래,광주 서구,24.03.08,아파트
UNMAPPED,UNMAPPED,208,광주시 북구 운암동,광주시,북구,운암동,광주시 북구 운암동 미라보3,229,229,0,미라보3,163.6,202312,23,"32,500",301,13,-,-,1992,서강로 155,-,중개거래,광주 북구,24.01.19,아파트
UNMAPPED,UNMAPPED,210,광주시 북구 두암동,광주시,북구,두암동,광주시 북구 두암동 무등파크3,117,117,0,무등파크3,59.87,202312,23,"15,300",302,7,-,-,1999,삼정로 106-2,-,중개거래,광주 북구,24.01.31,아파트
