complexNo,sido,gungu,dong,complexName
4745,부산시,기장군,기장읍,동산그린타워
100041,부산시,기장군,기장읍,동산백조맨션
109567,부산시,기장군,기장읍,동양프라자(주상복합)
157939,부산시,기장군,기장읍,동호그린
144414,부산시,기장군,기장읍,동환라온제나기장
118508,부산시,기장군,기장읍,리츠
134495,부산시,기장군,기장읍,리츠빌리지
114783,부산시,기장군,기장읍,모드니하이츠(도시형)
4748,부산시,기장군,기장읍,문화그린맨션
114135,부산시,기장군,기장읍,베로나(도시형)
10254,부산시,기장군,기장읍,부산기장포스코더샵
4750,부산시,기장군,기장읍,부전타워
111840,부산시,기장군,기장읍,블루캐슬빌라(도시형)
110098,부산시,기장군,기장읍,비룡벨로스텔라(도시형)
110097,부산시,기장군,기장읍,비룡벨로스텔라(주상복합)
117459,부산시,기장군,기장읍,삼협아띠랑스(주상복합)
114755,부산시,기장군,기장읍,삼화펠리스힐
143278,부산시,기장군,기장읍,상마타운(주상복합)
126958,부산시,기장군,기장읍,샛별빌(도시형)
110077,부산시,기장군,기장읍,서린에코빌
124670,부산시,기장군,기장읍,서인드림빌10차
131033,부산시,기장군,기장읍,선아베스트빌
4753,부산시,기장군,기장읍,성신맨션
163238,부산시,기장군,기장읍,세빈하우스(도시형)
127716,부산시,기장군,기장읍,센텀스위트홈
140705,부산시,기장군,기장읍,센트럴파크(도시형)
160237,부산시,기장군,기장읍,센트럴파크1차
132104,부산시,기장군,기장읍,센트럴파크7차
148041,부산시,기장군,기장읍,센트럴파크빌라6차
141079,부산시,기장군,기장읍,센트리움기장(주상복합)
112867,부산시,기장군,기장읍,수신
25350,부산시,기장군,기장읍,스카이아트빌
116395,부산시,기장군,기장읍,신호팰리스(도시형)
146302,부산시,기장군,기장읍,쌍용더플래티넘오시리아
110168,부산시,기장군,기장읍,씨앤스타빌(도시형)
26156,부산시,기장군,기장읍,씨엘늘채움
151177,부산시,기장군,기장읍,"아떼우스빌(민간임대,도시형)"
111278,부산시,기장군,기장읍,아름채(주상복합)
113354,부산시,기장군,기장읍,양지
125474,부산시,기장군,기장읍,에스디빌라트
127846,부산시,기장군,기장읍,에이원더시티(주상복합)
118309,부산시,기장군,기장읍,에코하임기장(도시형)
123187,부산시,기장군,기장읍,욱일그린빌라트
127454,부산시,기장군,기장읍,원재아트빌
111662,부산시,기장군,기장읍,월가아델리스
148690,부산시,기장군,기장읍,월드파크
129502,부산시,기장군,기장읍,웨이브리즈
121394,부산시,기장군,기장읍,위클라우드12차(도시형)
126993,부산시,기장군,기장읍,위클라우드13차(도시형)
127142,부산시,기장군,기장읍,위클라우드17차
127029,부산시,기장군,기장읍,위클라우드8차(도시형)
127023,부산시,기장군,기장읍,위클라우드9차(도시형)
143691,부산시,기장군,기장읍,윌러스빌
10215,부산시,기장군,기장읍,이진스카이빌
11925,부산시,기장군,기장읍,이진캐스빌
17397,부산시,기장군,기장읍,이진캐스빌골드
27555,부산시,기장군,기장읍,이진캐스빌블루1차
103100,부산시,기장군,기장읍,이진캐스빌블루2차
101666,부산시,기장군,기장읍,이진테마빌
127061,부산시,기장군,기장읍,임페리얼팰리스(주상복합)
106338,부산시,기장군,기장읍,전원그린맨션(A동)
100793,부산시,기장군,기장읍,전원그린맨션(B동)
126960,부산시,기장군,기장읍,정현(도시형)
126209,부산시,기장군,기장읍,조광아름채
103680,부산시,기장군,기장읍,조선파크
10830,부산시,기장군,기장읍,주공(서부LH)
107572,부산시,기장군,기장읍,주명
113625,부산시,기장군,기장읍,주명하이츠
111166,부산시,기장군,기장읍,주은
122724,부산시,기장군,기장읍,지우센텀
106750,부산시,기장군,기장읍,지우푸른마을
137256,부산시,기장군,기장읍,청강리더스빌(주상복합)
136892,부산시,기장군,기장읍,첼리투스(도시형)
112020,부산시,기장군,기장읍,코스모스빌(도시형)
126594,부산시,기장군,기장읍,퀸즈에디션기장(도시형)
4758,부산시,기장군,기장읍,태영
145457,부산시,기장군,기장읍,태윤리더스
148639,부산시,기장군,기장읍,태훈가그린(도시형)
158638,부산시,기장군,기장읍,테마파크빌
122246,부산시,기장군,기장읍,테마파크빌3차
121377,부산시,기장군,기장읍,테마하이츠빌
148803,부산시,기장군,기장읍,파크뷰
122399,부산시,기장군,기장읍,팰리스빌1차(주상복합)
124740,부산시,기장군,기장읍,팰리스빌3차
121970,부산시,기장군,기장읍,페리
123378,부산시,기장군,기장읍,페리Ⅱ(주상복합)
145844,부산시,기장군,기장읍,포레스트힐
4761,부산시,기장군,기장읍,한신
143894,부산시,기장군,기장읍,해든파크
153297,부산시,기장군,기장읍,해든하우스(도시형)
125395,부산시,기장군,기장읍,행복리치빌
123562,부산시,기장군,기장읍,화이트파크(도시형)
149319,부산시,기장군,기장읍,화이트하우스1차(도시형)
148048,부산시,기장군,기장읍,화이트하우스2차(도시형)
128719,부산시,기장군,기장읍,황중베르빌
166040,부산시,기장군,기장읍,흥일에이스빌2차(주상복합)
171620,부산시,기장군,기장읍,힐즈빌(주상복합)
117305,부산시,기장군,일광읍,e편한세상일광
119765,부산시,기장군,일광읍,가화일광타워
109713,부산시,기장군,일광읍,금강한스빌
118454,부산시,기장군,일광읍,남평파크뷰
108573,부산시,기장군,일광읍,동부산쏠마레(도시형)
26623,부산시,기장군,일광읍,부전비치
116412,부산시,기장군,일광읍,삼보맨션
4778,부산시,기장군,일광읍,선우
120973,부산시,기장군,일광읍,세진오션리조트빌
122333,부산시,기장군,일광읍,세진오션파크빌
109591,부산시,기장군,일광읍,세흥비치
119572,부산시,기장군,일광읍,스카이빌리지(도시형)
137883,부산시,기장군,일광읍,오션드림(도시형)
150542,부산시,기장군,일광읍,우성라파드더테라스(도시형)
118871,부산시,기장군,일광읍,이지더원1차오션포레
122051,부산시,기장군,일광읍,일광대성베르힐
119401,부산시,기장군,일광읍,일광신도시비스타동원1차
122019,부산시,기장군,일광읍,일광신도시비스타동원2차
117306,부산시,기장군,일광읍,일광자이푸르지오1단지
117307,부산시,기장군,일광읍,일광자이푸르지오2단지
119568,부산시,기장군,일광읍,일광한신더휴센트럴포레1단지
119577,부산시,기장군,일광읍,일광한신더휴센트럴포레2단지
105231,부산시,기장군,일광읍,해맞이빌
113072,부산시,기장군,일광읍,해찬솔(주상복합)
123489,부산시,기장군,장안읍,길천명가타운2차(도시형)
154278,부산시,기장군,장안읍,서현오션뷰
111867,부산시,기장군,장안읍,솔터시티(도시형)
139911,부산시,기장군,장안읍,오션뷰타운1차
139164,부산시,기장군,장안읍,오션뷰타운2차
102607,부산시,기장군,정관읍,EG더원1차
103004,부산시,기장군,정관읍,EG더원2차
106938,부산시,기장군,정관읍,EG더원3차
134212,부산시,기장군,정관읍,가화만사성정관타운
112606,부산시,기장군,정관읍,대우정밀사원
113923,부산시,기장군,정관읍,두리아(주상복합)
117910,부산시,기장군,정관읍,두리아2차(주상복합)
115597,부산시,기장군,정관읍,두산위브더테라스
108369,부산시,기장군,정관읍,부산정관지구EG더원5차
102744,부산시,기장군,정관읍,서희스타힐스
106266,부산시,기장군,정관읍,성림
123811,부산시,기장군,정관읍,"에코펠리시아(민간임대,주상복합)"
104712,부산시,기장군,정관읍,이진캐스빌
4780,부산시,기장군,정관읍,재흥
111165,부산시,기장군,정관읍,정관가화만사성더테라스1차
112222,부산시,기장군,정관읍,정관가화만사성더테라스2차
103219,부산시,기장군,정관읍,정관동원로얄듀크1차
103391,부산시,기장군,정관읍,정관동원로얄듀크2차
102282,부산시,기장군,정관읍,정관동일스위트1차
103236,부산시,기장군,정관읍,정관동일스위트2차
104116,부산시,기장군,정관읍,정관동일스위트3차
102991,부산시,기장군,정관읍,정관롯데캐슬2차
27891,부산시,기장군,정관읍,정관센트럴파크
26430,부산시,기장군,정관읍,정관신도시 롯데캐슬
26550,부산시,기장군,정관읍,정관신도시계룡리슈빌
26551,부산시,기장군,정관읍,정관신도시현진에버빌
26361,부산시,기장군,정관읍,정관신동아파밀리에
143973,부산시,기장군,정관읍,정관양우내안애
112016,부산시,기장군,정관읍,정관이진캐스빌2차
104152,부산시,기장군,정관읍,정관협성르네상스타운
117198,부산시,기장군,정관읍,파스텔라(도시형)
26108,부산시,기장군,정관읍,한진해모로
4781,부산시,기장군,정관읍,형진강변
107337,부산시,기장군,철마면,고촌센트럴
142645,부산시,기장군,철마면,현대프라힐스동부산
12935,부산시,남구,감만동,감만동일스위트
133616,부산시,남구,감만동,감만우성스마트시티뷰
4502,부산시,남구,감만동,감만현대1차
4507,부산시,남구,감만동,감만현대2차
4508,부산시,남구,감만동,감만현대3차
4477,부산시,남구,감만동,국제
102895,부산시,남구,감만동,동성아트
10499,부산시,남구,감만동,동신
14650,부산시,남구,감만동,삼일
123907,부산시,남구,감만동,삼화
107374,부산시,남구,감만동,새감만
108008,부산시,남구,감만동,성도
147757,부산시,남구,감만동,성지(주상복합)
4498,부산시,남구,감만동,우암자유4차
4499,부산시,남구,감만동,우암자유5차
14075,부산시,남구,감만동,유창그린
14076,부산시,남구,감만동,유창그린2차
109646,부산시,남구,감만동,이원
11160,부산시,남구,감만동,정원
11414,부산시,남구,감만동,하얏트
137983,부산시,남구,감만동,한림맨션
113979,부산시,남구,감만동,한울시너스(도시형)
106988,부산시,남구,감만동,해양
138646,부산시,남구,대연동,HC채마루(도시형)
127939,부산시,남구,대연동,고은아트
127795,부산시,남구,대연동,광동
141072,부산시,남구,대연동,광이드림타워
161163,부산시,남구,대연동,광이하이빌
129828,부산시,남구,대연동,교보타워
125946,부산시,남구,대연동,그레이스빌(도시형)
106966,부산시,남구,대연동,글로리리치빌
122413,부산시,남구,대연동,글로리에버빌(주상복합)
103465,부산시,남구,대연동,금강
104268,부산시,남구,대연동,금보
148277,부산시,남구,대연동,금샘하이클래스(도시형)
141418,부산시,남구,대연동,금양빌리지
178600,부산시,남구,대연동,금양타워빌(도시형)
113314,부산시,남구,대연동,금양타임월드(주상복합)
116324,부산시,남구,대연동,꿈에그린(도시형)
133628,부산시,남구,대연동,남강타워
139905,부산시,남구,대연동,남강파크
135884,부산시,남구,대연동,남강하이츠
153428,부산시,남구,대연동,남경힐타운
139564,부산시,남구,대연동,남광썬타워
142967,부산시,남구,대연동,남산타워
119666,부산시,남구,대연동,남산타워2차
118673,부산시,남구,대연동,남산하이빌(주상복합)
158503,부산시,남구,대연동,넥스트리(민간임대)
144499,부산시,남구,대연동,뉴골든빌라
119496,부산시,남구,대연동,뉴금양타워빌
129583,부산시,남구,대연동,다온빌(도시형)
161404,부산시,남구,대연동,대동
